1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
297794.54368932033,239561.9625962596,230209.09430051813,307262.8915662651,347122.4947064485,357409.9553903346,423635.0437956205,474635.34507042257,517067.7396449704,548575.5032258064,578469.0313695486,651981.3979441997,589787.2501781895,577208.0442906574,605575.4224021593,653835.716535433,675921.0350541746,751462.9183800623,993666.5423312882,1285860.6050420168,1417941.3333333335,1684547.067193676,1803506.0856031128,2002387.7695652172,1868014.174695606,2074073.3189964157,1937025.6388888888,2067796.6502653158,1993487.8699489082,2028320.6526806527,1957063.658872077,1998063.1178301468,1933761.0
294567.8834951456,238195.47634763474,227432.48082901552,299916.1526104418,341834.40230991336,353059.0780669145,416975.3868613139,473685.4154929578,516842.6035502958,548392.193548387,571127.8041315991,649250.4728340675,564865.0947968637,572352.2823529411,598058.4237516869,627939.4278215222,672610.9318036966,751258.3526479751,980060.9815950919,1256274.4537815126,1405784.0000000002,1668205.4071146245,1743003.4863813228,1952996.3173913043,1860894.0222339863,2069011.0681003584,1927092.25,2054444.8509406655,1908777.9470506266,2024061.545920746,1935820.6584135715,1983509.1934192975,1916651.0
293935.3689320388,235518.0726072607,226121.5005181347,294763.983935743,336678.8989412897,353054.8104089219,400601.72262773727,467029.84507042257,508407.76331360947,541213.4903225807,560666.6870696251,644167.9177679883,554236.0712758374,555355.5266435986,589303.5681511472,620845.028871391,664659.0745697896,726026.6716510904,918122.50797546,1239625.0084033613,1397554.6666666667,1603704.790513834,1737116.0778210117,1896451.0782608695,1857078.6998411857,2037419.6129032257,1909794.8055555555,2036416.8760250842,1872672.2006502552,2006262.9967365968,1931961.3571756075,1957055.6798577146,1845397.0
292595.10679611645,234997.74697469745,222949.9274611399,292567.108433735,331090.2714148219,351445.9033457249,396745.02919708035,450551.5985915493,496871.4792899408,516155.6129032258,548907.3726090284,621679.9295154185,547796.4704205274,554159.0643598615,589264.8367071525,606522.1469816272,641110.8068833651,687322.2629283488,894556.8147239262,1202329.4789915967,1386992.0000000002,1565521.9604743083,1666533.540856031,1895082.213043478,1839640.5251455796,2011767.4265232976,1885633.2777777778,2009712.169802219,1866961.5271713885,1967831.489044289,1754110.312700596,1919703.0573588263,1774479.0
271677.54368932033,234697.17051705168,218020.07046632122,277018.3935742972,323769.14725697786,349997.03345724905,396361.6642335767,437082.809859155,469441.7514792899,515466.8129032258,540970.6258607499,598236.1174743025,534130.1154668566,543923.1944636678,553450.6450742241,606113.8687664041,638424.0917782027,685432.5333333333,846346.4490797545,1197332.3025210083,1339769.3333333335,1553430.039525692,1657935.3463035019,1843346.0956521737,1818300.730545262,1999195.2688172043,1879934.2777777778,1997381.5533043896,1836405.424988388,1932044.9305361304,1740359.578175149,1916865.9813250334,1715271.0
266188.3203883495,233300.37403740373,217939.17512953366,272470.1927710844,323349.28200192493,345880.8773234201,393722.1021897811,429388.38028169016,464894.39053254435,510826.6709677419,539668.9150726856,586781.4038179148,533971.3756236635,543449.694117647,549369.9001349529,594906.5564304461,633861.3588272785,673677.8716510903,844570.2184049078,1192330.9915966387,1332613.3333333335,1547340.648221344,1631113.3696498054,1790519.3782608695,1808494.4160931709,1946152.1433691757,1859625.611111111,1995456.590448625,1833337.3376683695,1931487.254079254,1727017.3021549748,1893167.871943086,1701365.0
245928.34951456307,231428.71727172716,215257.73264248704,269300.5140562249,308097.12415784405,339103.83643122675,384959.1751824818,429210.5211267606,463894.8639053254,507271.57419354835,533313.1935730681,583964.5051395007,517832.2794012829,540921.7107266436,544647.762483131,566351.1863517059,617824.4792861695,666465.1414330218,831405.5460122699,1189894.4201680673,1320286.6666666667,1461071.462450593,1589010.6770428014,1785062.6347826086,1793133.4589730015,1912961.835125448,1855578.0,1990816.9647853351,1816060.2842545283,1864890.4093240092,1705096.3447959651,1889202.7034237438,1658428.0
244972.6116504854,227488.38723872387,209656.92020725386,262880.47389558237,300132.9432146294,332546.57992565056,382971.1240875913,426025.2253521127,444403.124260355,494826.8838709677,517508.2111706198,566975.4537444934,510436.9665003563,536062.770934256,530168.399460189,552697.2178477689,616087.4799235181,659451.2548286604,812052.9423312882,1171420.3025210083,1285794.6666666667,1454424.600790514,1587384.7159533072,1770752.5652173911,1758480.7538380094,1897244.8745519712,1799258.8055555555,1943913.43945972,1807832.8620529491,1846687.2503496504,1687196.808803301,1861431.210315696,1638419.0
238313.0970873786,222100.7436743674,209285.75336787564,259030.75502008034,297600.4927815207,327982.3197026022,382679.9343065694,413067.7816901409,437967.3372781065,494641.7225806452,500967.1736801837,561373.6857562409,494050.7598004276,514631.3190311418,526800.3130904185,539612.7296587926,591675.8342893563,658551.4517133957,807259.5141104293,1164608.1008403362,1285298.6666666667,1392181.090909091,1579664.5914396886,1672631.008695652,1754346.981471678,1890475.6129032257,1777501.4722222222,1884250.6666666665,1776213.5401764975,1841466.9277389278,1674888.3117835855,1817009.8888394842,1629751.0
232868.45631067958,220234.13861386137,196761.2518134715,258027.983935743,294889.04716073145,326644.4089219331,378532.0510948906,412261.3521126761,420709.49112426036,492175.3741935484,491665.4751338945,545546.12041116,490650.1268709907,513331.5764705882,518085.738191633,538833.8372703411,588951.0720203951,656183.9252336449,800406.7288343557,1155976.7394957982,1262824.0000000002,1388934.7984189724,1553242.0856031128,1651615.1217391302,1696911.7331921651,1888274.8387096773,1771400.4444444443,1871097.1230101301,1762150.6734788665,1838020.2517482517,1673139.7303988994,1714695.4735437974,1616789.0
232127.27184466016,216273.601760176,192254.90569948184,257942.69076305223,294661.43599615013,326132.28996282525,368910.2189781022,412154.23239436623,406727.76331360947,490655.2,490077.42310635047,544391.3773861967,489799.15039201704,506240.1937716263,505020.84750337387,535025.2493438319,580137.3001912045,655288.413707165,782150.0073619632,1149834.3193277312,1194797.3333333335,1373175.2411067195,1531264.8093385212,1631918.1869565216,1662700.2392800422,1888153.7491039427,1769726.2777777778,1862677.3487698985,1749713.0292614952,1784441.5664335664,1666758.092618065,1663823.0964873277,1586305.0
224113.5631067961,214720.202420242,190739.30777202072,256110.0401606426,293154.34071222326,322965.687732342,361638.8540145986,411414.50000000006,406417.23076923075,484006.0580645161,489207.8592195869,544382.9486049927,485613.00071275834,503292.7335640138,504994.51012145757,528682.624671916,571548.884639898,652121.2211838006,781273.8650306747,1117373.344537815,1185841.3333333335,1346472.4110671938,1521742.5992217897,1619352.5782608695,1647471.767072525,1723376.659498208,1768814.0277777778,1858835.1760733235,1738998.718067812,1736611.9794871795,1656610.8464007336,1572921.3019119608,1563670.0
221485.98058252424,207650.3410341034,187415.46113989636,243913.11646586348,279320.885466795,320787.04832713754,356290.598540146,410939.53521126765,406013.53846153844,469030.2129032258,486906.5891354247,539772.4052863437,467948.69280114037,502905.03529411764,487838.0296896087,505627.7112860892,569633.356277884,651755.0056074766,779976.5546012269,1081734.3529411764,1185537.3333333335,1342738.6561264822,1483669.073929961,1564387.0869565217,1632696.6606670197,1664816.3154121863,1751526.8333333333,1843187.3767486732,1722397.7742684623,1733954.1855477856,1651195.6130215495,1561657.732325478,1546272.0
219042.30097087377,199388.27722772275,184645.98549222798,241914.48995983938,266722.71799807507,307256.43866171,354968.72262773727,408754.69718309864,405926.20118343196,460738.69032258063,469339.64192807965,497232.3465491924,464379.5010691375,500483.5100346021,479789.6356275304,502515.154855643,560386.4321223709,649357.4380062305,740034.6061349693,1077969.243697479,1169853.3333333335,1325973.0592885376,1481845.2918287937,1560842.0130434781,1596483.307570143,1658045.8781362006,1743018.1944444443,1839797.09406657,1703522.1588481187,1661111.5785547786,1628368.2567629528,1555941.7234326368,1546036.0
213971.03883495144,197337.28492849282,184270.06010362692,238039.4136546185,262846.6987487969,304813.2044609665,351107.83941605844,405807.89436619723,405347.8343195266,451123.26451612904,463904.42846212705,487154.89574155654,457525.8674269422,495781.87404844287,479264.4372469636,501513.29133858264,523373.8585086042,641428.0124610591,733029.6932515337,1067358.857142857,1156496.0000000002,1302312.9802371543,1480976.1556420233,1545727.0956521737,1590531.2101641078,1604955.7275985663,1727139.8055555555,1832820.4881813794,1683168.4867626566,1587993.8797202797,1615917.6414488766,1555498.6536238329,1540749.0
211332.31067961163,192123.92519251924,183363.55647668394,236439.59036144582,261041.27815206928,300620.23048327136,349346.0364963504,399360.50000000006,389617.4201183432,449727.14838709676,463788.4866105586,480266.89574155654,446695.555238774,491669.7301038062,476991.6761133604,492543.2230971128,508703.7501593371,633773.2485981309,726062.8122699385,1060062.924369748,1139762.6666666667,1240610.0869565217,1439294.6303501944,1524189.617391304,1571261.3403917416,1602928.9462365592,1712411.6944444443,1813221.9739507958,1662842.541569902,1569275.86013986,1601897.408528198,1535352.2489995554,1533361.0
209718.98058252424,192075.93399339932,183315.97098445595,231693.14056224903,260731.90375360922,297150.62453531596,327052.21167883213,391973.2816901409,383779.40828402364,442365.135483871,455628.6396327468,476890.3259911894,432102.9451176051,476358.8262975778,473714.9959514171,484733.2073490813,508263.28107074567,626421.7570093458,693291.990184049,1057605.6806722688,1117405.3333333335,1225710.071146245,1390467.2996108949,1510544.6391304347,1531208.3557437798,1590480.229390681,1706998.5555555555,1785470.610709117,1653887.821644217,1540535.7202797204,1590961.668959193,1514959.8079146286,1511628.0
205965.68932038834,191282.81628162815,179225.99792746114,228528.07228915664,257724.3426371511,293243.5836431227,324733.1678832117,364566.8028169015,376064.6153846154,437160.2516129032,455173.65570007655,473990.825256975,428461.7476835352,475554.8290657439,472582.4885290149,483282.3884514435,492886.373486297,617024.6080996884,686758.954601227,1022220.2689075631,1103588.0000000002,1209334.7035573123,1388837.5097276263,1504884.4999999998,1530545.9311805188,1590020.559139785,1695911.4722222222,1726907.6584659913,1635377.987923827,1540184.6303030304,1586611.7964236587,1493156.485549133,1501215.0
203953.90291262133,189461.67656765674,171738.4207253886,222267.09236947793,257505.5707410972,292317.50185873604,324240.86861313874,349966.1830985916,374622.5798816568,433640.33548387093,445566.29227237956,472600.0763582966,427430.7569493941,466934.89826989616,466602.3535762484,474487.0813648293,492781.01210962393,594302.0760124611,665058.2331288343,1011523.0588235294,1046338.6666666667,1174094.7984189724,1384153.6186770427,1495207.608695652,1530319.85600847,1543171.8136200716,1694215.6666666665,1722167.243608297,1633158.7700882487,1537455.1198135198,1567340.5557083907,1488581.8408181414,1489155.0
188857.14563106795,188822.63586358633,165121.65803108807,215392.92369477914,257430.43695861404,290951.85130111524,322883.3795620438,349749.9225352113,371647.2899408284,432097.94193548383,437676.9762815609,470428.8223201175,424185.59087669273,461712.09411764704,462586.67746288807,469411.4750656168,486570.5442957297,586786.0735202492,658212.490797546,960379.8655462185,1032332.0000000001,1166077.5968379448,1381943.1284046692,1476032.265217391,1506389.9205929062,1504805.2186379929,1629039.3333333333,1711417.134587554,1625515.745471435,1530927.8433566433,1560365.1792755616,1482923.0022232104,1408374.0
188461.47572815532,185003.54675467545,161700.26113989635,214433.95180722894,255766.4446583253,290599.76951672864,316667.83941605844,342463.7605633803,368899.07692307694,427837.38064516126,427491.66029074223,469648.3171806167,417147.03349964356,461478.52179930796,457706.51551956823,468623.54330708657,485405.7157425111,566834.477258567,657525.099386503,957886.7899159663,1017305.3333333335,1074639.4940711462,1375367.8132295718,1463995.7347826087,1503412.0487030174,1494293.935483871,1614505.9722222222,1666485.0902074287,1616045.945192754,1525762.110955711,1557236.4713434204,1482136.9106269453,1407028.0
187146.2912621359,184609.5137513751,160505.86528497408,207077.9919678715,250451.83445620787,285807.1895910781,315086.197080292,340076.809859155,364532.21301775146,425893.18709677417,422704.66717674065,461131.87665198237,414062.24376336415,428988.1356401384,456942.7314439947,457473.4803149606,483174.103250478,565734.4,653999.4012269938,926810.8571428572,1004945.3333333335,1057425.3280632412,1241140.513618677,1450879.8347826086,1503234.5918475382,1479041.3476702508,1607412.9722222222,1634745.3545586106,1600967.8476544353,1512234.442890443,1549983.1746905087,1427810.8350377947,1383170.0
185393.640776699,177678.57425742573,158804.68393782384,201762.1526104418,246206.77574590952,285100.89219330857,309796.598540146,318788.2816901409,362308.023668639,411198.7870967742,413366.07804131607,458291.37738619675,397312.73556664283,417406.4442906574,455597.97570850205,450852.1417322834,475832.4639898024,554477.5626168224,650251.1460122699,914942.218487395,996416.0000000001,1052712.7588932808,1230707.0505836576,1422782.5347826085,1500293.1836950767,1392481.0896057347,1604031.611111111,1627624.7641099854,1591007.4946586157,1478443.103030303,1503756.8308115543,1414278.8297020898,1373528.0
180723.62135922327,177279.48954895488,157933.8694300518,199574.4979919679,245013.47449470643,270176.89219330857,300438.72262773727,318287.04225352115,347641.18343195267,410506.28387096775,406432.40397857694,443657.3274596182,395869.34853884525,404923.8311418685,451842.5748987855,443793.90026246716,471331.1918419375,548741.13894081,633550.9153374232,912971.462184874,989326.6666666667,1051551.1462450593,1221620.046692607,1412540.3782608695,1466374.6151402858,1383824.9462365592,1582972.4166666665,1585369.7250361792,1587369.9396191358,1471897.6298368298,1454294.4007336083,1399208.330813695,1318032.0
172144.27184466016,174842.0418041804,157769.69948186527,198733.09236947793,243798.0750721848,269240.14126394055,288393.102189781,317363.38732394367,341692.5443786982,403173.89677419356,404528.14690130076,443411.20704845816,389379.0163934426,401499.692733564,447836.19433198386,442044.7821522309,470780.97131931165,541432.5632398754,626203.7153374233,904260.1680672269,975900.0000000001,1037576.7905138341,1221617.494163424,1398899.1434782608,1450471.5637903654,1317684.1577060933,1557997.7222222222,1567065.9643029424,1587059.611704598,1444343.489044289,1409525.0325538742,1378222.7478879502,1297802.0
170589.45631067958,172290.9306930693,157336.67150259067,197043.36546184742,241930.77959576514,267272.750929368,283109.7883211679,313108.91549295775,340539.6923076923,397470.92903225805,383846.5799540934,424276.187958884,388708.05416963645,396748.8,440756.08636977064,436904.39370078733,467286.48565965577,536623.122741433,626017.7815950919,858426.9915966387,971513.3333333335,1027373.7865612649,1219178.5525291828,1396319.8869565215,1447908.1630492324,1311252.3010752688,1545165.861111111,1528802.6203569705,1560057.8838829538,1412945.5552447552,1404615.1086657497,1367636.0337927968,1293739.0
161876.35922330094,168138.4290429043,156182.72331606215,192266.94779116468,239400.53897978825,259919.57620817845,264247.39416058396,312708.73239436623,338437.775147929,383157.9612903226,379449.5730680949,423645.71512481646,387241.75623663573,393995.1889273356,436743.5087719299,436264.1049868766,464567.5768005098,525164.5806853583,594123.1018404907,841437.1428571428,966106.6666666667,977130.1501976285,1218726.754863813,1363771.5913043476,1429906.0158814187,1287551.6559139786,1526389.0,1497375.220453449,1553399.1639572687,1409466.7673659674,1370363.5469967905,1364487.583815029,1284578.0
158067.33980582524,166749.2101210121,155026.39585492227,182181.60642570283,227197.92877767084,259401.05576208179,260914.42335766426,312027.6126760564,331868.07100591715,376260.7032258064,375913.34659525636,406166.1086637298,387056.8325017819,388562.64636678196,435544.383265857,427495.91601049865,453124.16061185463,518309.48286604363,589376.1570552146,803036.3361344538,934317.3333333335,969902.4822134388,1195431.0972762646,1328902.3391304347,1417904.5844362096,1278501.677419355,1525740.9722222222,1486796.7853352628,1549701.889456572,1366698.013986014,1363035.5066483263,1355555.74566474,1283616.0
156359.27184466016,164564.34763476346,154065.16891191708,175948.28915662653,225131.74975938402,259234.61710037175,260474.496350365,306606.9507042254,329065.51479289937,374473.89677419356,372577.3833205815,404121.28634361236,372349.66785459727,384742.8650519031,433638.7962213226,416555.26509186346,449582.8476736775,486461.60249221185,583503.7496932514,786757.6134453781,897849.3333333335,964038.6719367589,1182759.06614786,1278619.9391304348,1405697.740603494,1260727.3691756271,1499557.9166666665,1483210.4621321755,1545488.468183929,1339300.151048951,1341236.665749656,1349899.9697643397,1276663.0
153843.14563106795,157049.93619361936,153753.48393782382,174622.7871485944,206083.1260827719,252937.68773234202,255955.8175182482,304490.8309859155,326251.31360946747,374209.1161290322,371184.3244070391,392634.54331864906,361537.35709194577,375714.5799307958,431342.7962213226,405858.6771653543,446443.95666029316,478746.7563862928,577436.9570552147,784230.0840336134,892945.3333333335,946121.833992095,1175536.6848249026,1275582.7304347826,1377314.3673901535,1246444.6738351255,1498926.9722222222,1454635.0641582247,1543788.5963771478,1337646.3888111887,1339708.104539202,1340575.0858159182,1259712.0
150931.3495145631,156761.98899889988,152023.75129533678,173440.2088353414,200434.83349374396,247528.4312267658,255742.13868613142,303403.4647887324,320628.7337278106,371246.53548387095,369796.5355776588,387221.5800293686,360838.57448325015,370989.11003460205,426000.9554655871,393535.00262467185,442994.8349267049,471880.21433021803,573554.8858895705,781643.2941176471,880942.6666666667,927967.7470355731,1160128.3424124513,1265233.2608695652,1346958.3059820011,1235982.7670250896,1490019.7222222222,1427891.5928605883,1540017.7389688804,1331247.55990676,1333216.9830353048,1335344.0035571365,1255223.0
149019.87378640776,151366.76787678766,149751.54404145078,167631.05220883535,199005.08180943213,240557.2118959108,254562.71532846717,299906.91549295775,320228.92307692306,363086.47741935484,369670.0535577659,384760.375917768,352906.4918032786,368349.90173010377,396233.51686909585,387062.8136482939,442353.8865519439,468075.00560747663,570908.1472392638,774843.4957983193,866232.0000000001,925150.5770750989,1158516.420233463,1255261.8826086957,1296695.4748544204,1225821.8207885304,1489762.3333333333,1426380.8625180896,1527074.6121690662,1305384.6452214452,1279846.8262265015,1327173.7554468652,1238058.0
146854.8349514563,151119.23432343232,149021.1067357513,166766.59437751005,198552.06929740135,239206.49814126393,251493.70072992702,299565.34507042257,318123.124260355,362866.135483871,368341.99234889064,382523.37738619675,349738.2409123307,367156.61730103806,388327.65452091774,385024.435695538,436270.7304015296,465710.3401869159,566382.3509202454,774594.0504201681,851229.3333333334,923918.9565217391,1141251.112840467,1234309.6347826086,1277206.8226574906,1222298.4659498208,1451605.0,1420375.5986493004,1526046.584300975,1304390.247086247,1278508.808803301,1322321.4264117386,1234345.0
144135.30097087377,147373.39493949394,147879.05492227979,164618.12851405624,191056.3695861405,232792.20817843865,246855.61313868617,299349.0845070423,315687.3846153846,362525.43870967743,364935.7612853864,381699.0425844347,343634.1211689237,365674.1480968858,381862.60188933875,366645.8897637795,433159.64308476733,458913.89408099686,565542.8319018404,767681.243697479,842336.0000000001,922022.2608695653,1108604.2645914396,1219220.9217391303,1271446.7676019059,1212258.6093189963,1425917.361111111,1395553.767486734,1515248.026010218,1297879.0265734266,1262928.4328289775,1317940.7523343707,1228947.0
131259.31067961163,140755.6611661166,145130.99274611397,164408.35341365464,182232.5697786333,232314.23048327139,245845.87591240878,296475.04225352115,302901.2071005917,352695.2258064516,363783.36954858457,378558.4787077827,333230.9337134711,365056.0553633218,373536.89068825915,363242.56692913384,414652.6246016571,456251.6785046729,565463.9509202454,761216.3361344538,822989.3333333334,897358.7351778656,1103643.4241245135,1172605.8826086957,1260378.8078348332,1210472.8315412186,1416568.2222222222,1395410.8904968642,1461816.1709242915,1282303.6904428904,1245099.4296194406,1277099.7207647844,1225737.0
127670.41747572814,140217.65456545653,140591.33678756477,159876.28915662653,177823.98460057747,225116.8252788104,243143.4671532847,295860.6197183099,294060.7337278106,350593.6451612903,358469.36801836273,369745.34508076357,331404.60727013537,358447.7065743944,373022.5371120108,362662.54068241466,406431.51051625237,453831.22242990654,559364.7607361963,738209.4789915966,817176.0000000001,888169.5494071146,1103477.5097276263,1164201.7739130433,1235996.722075172,1210034.322580645,1385376.3333333333,1393889.0844187166,1451963.5262424522,1277353.1076923078,1227634.6703347089,1267267.45042241,1215753.0
127060.19417475727,137083.07150715071,139599.17927461138,158944.97991967874,174124.75072184793,219184.78066914497,237235.87591240878,291361.5915492958,292292.63905325445,349282.7032258065,353114.96250956395,368907.5242290749,322528.2679971489,353204.246366782,371553.8407557355,359837.7375328084,403198.96494582534,451555.24984423677,554617.8159509202,735522.0840336134,814945.3333333334,886816.0632411068,1097498.2101167315,1163339.5260869565,1224737.9354155639,1184181.1039426522,1344664.4722222222,1372700.0945489628,1449924.533209475,1273766.2097902098,1219569.7203117835,1257662.8403734993,1198953.0
126700.74757281551,135756.99889988996,137065.2518134715,158813.5823293173,174040.77767083733,214498.89219330854,236647.21167883213,281741.0281690141,291708.449704142,347936.5806451613,352737.27314460604,361046.8428781204,314624.00570206693,352349.40346020757,366559.0337381917,357267.54330708657,399768.86679413635,447269.38317757007,549344.0588957055,734591.8319327731,813909.3333333334,886443.9841897234,1077026.926070039,1119811.608695652,1213849.863419799,1182688.0573476702,1343115.5833333333,1361601.099855282,1442550.2461681373,1270541.105827506,1198075.117835855,1250146.9879946643,1197562.0
123875.33009708737,134145.50495049503,136767.8424870466,156411.54216867473,164220.35033686235,211315.219330855,235972.6569343066,278377.87323943665,291069.9171597633,346009.0516129032,350687.2104055089,360123.0484581498,314007.04775481106,341188.77785467124,352865.14439946023,353663.84776902886,387909.8585086042,434999.73084112146,531302.8515337423,731758.3529411765,811380.0000000001,885742.6086956522,1076239.4708171205,1050901.660869565,1174804.4933827422,1174549.1899641578,1314408.75,1326450.0376266278,1439667.7157454712,1261228.6582750583,1196844.4786795047,1219134.1431747444,1186003.0
120696.03883495144,133155.37073707368,136463.29533678756,148624.5060240964,162569.61693936476,204994.81784386616,231363.897810219,277112.647887324,289105.79881656804,343285.3290322581,347788.6641162969,350315.31864904554,312206.9052031361,340696.2103806228,348657.3603238867,347667.7322834645,385600.68833652005,434021.2485981308,522258.3018404907,682624.5042016807,805598.6666666667,852514.7826086957,1069567.159533074,1017991.4956521739,1169473.494970884,1173458.2078853047,1281193.0555555555,1306011.9826338638,1425031.1156525775,1243416.1939393939,1180839.8532783126,1213331.3579368608,1179505.0
120615.23300970873,131806.56545654565,134826.35440414507,146222.46586345384,159626.1405197305,199835.219330855,229426.12408759128,270790.56338028173,287832.6153846154,342581.71612903225,346276.1499617445,348113.72099853156,311678.31789023516,340473.7605536332,348582.995951417,342687.0393700787,383825.6418100701,422528.3738317757,521475.126380368,665463.7647058823,796028.0000000001,848993.6442687748,1053523.2373540855,983981.9956521739,1157780.789835892,1149195.6129032257,1277967.7222222222,1293506.3695127834,1418251.8903855083,1241591.1682983683,1180371.3892709767,1189962.998666074,1166627.0
114437.76699029125,131521.14411441144,132368.56373056993,146157.91967871488,158417.3705486044,198356.47583643123,227865.43065693433,260019.97887323945,280494.34319526626,327891.0193548387,339265.1813312931,340451.95888399414,310285.6621525303,333873.35640138405,348528.7719298246,341694.21522309707,382902.2664117272,421907.52398753894,518942.4834355828,653602.0168067227,786812.0000000001,807637.1225296443,1043364.1712062256,981158.1652173912,1154586.5664372684,1133031.9139784947,1270080.9166666665,1291756.40328027,1400034.255457501,1217394.8606060606,1167662.855570839,1181715.1622943531,1166115.0
113242.39805825241,130596.6820682068,131826.08911917097,143778.93172690764,157628.46583253128,197936.11152416357,221101.02919708032,252618.61267605636,275894.5798816568,323304.57419354835,338286.702371844,340017.03377386194,300069.03492516035,329400.5259515571,342612.15654520923,340267.5013123359,382362.28935627785,417851.9725856698,504076.23558282206,649551.6302521009,778140.0000000001,788732.395256917,1037896.653696498,969406.1391304347,1146892.717840127,1128208.3154121863,1261270.4722222222,1277700.1871683549,1399146.9948908498,1204750.2694638695,1132602.7987161851,1127096.0889284126,1165952.0
110974.26213592231,128990.23982398238,131086.1347150259,142073.0682730924,157336.76997112608,197699.2565055762,206912.33576642338,252382.14084507045,271552.94674556213,322908.3290322581,336642.4361132365,338225.07488986786,292873.3741981468,321977.05743944633,342396.80971659924,335146.6981627296,380998.4448693435,412940.9644859813,497544.608588957,634996.974789916,774013.3333333334,768506.5928853755,1036768.4357976653,960626.4347826086,1134493.8316569612,1119727.340501792,1244638.1388888888,1269251.6160154364,1398969.9693450995,1197607.5151515151,1090297.867033471,1123557.6558470433,1160981.0
109583.84466019415,127972.3212321232,129139.88808290154,140770.6184738956,150811.17998075072,196073.27881040893,205678.44525547448,249178.6549295775,270592.23668639053,301746.24516129034,334848.8508033665,331389.3333333333,287806.79116179614,321954.8124567474,335939.5033738192,323110.7769028871,380143.84703632887,407899.7781931464,493134.31656441715,632607.2605042016,753224.0000000001,767532.9644268776,1031083.9533073929,953253.0304347825,1128868.692429857,1117168.0,1225606.1666666665,1236613.6382054992,1376868.4366000926,1185408.208857809,1083215.1123337918,1119413.8301467318,1151622.0
107627.78640776698,127113.5313531353,128873.40932642487,138112.69879518074,150738.2560153994,190674.69144981413,204482.26277372264,248356.0563380282,269400.5680473373,298461.48387096776,333411.87452180573,330544.76945668133,285998.46614397713,321729.18477508647,331649.6086369771,322096.86089238845,377310.7966857871,405460.72523364483,488164.8147239263,628872.4705882353,737060.0000000001,757215.8735177866,1017445.7898832684,932333.2260869564,1117315.7649550026,1113189.677419355,1222154.1944444445,1234469.375783888,1353374.1607059913,1155951.973892774,1083119.314076112,1111653.9831036017,1146852.0
107510.75728155338,125297.44334433442,128514.13886010362,136669.63052208838,149989.1280076997,186349.42007434944,203577.27007299272,242545.31690140849,268435.97633136093,288218.36129032256,330258.6074980873,330173.90308370045,284468.3449750534,320056.04429065745,331274.68825910933,321522.86089238845,373386.0854047164,404576.65794392524,479123.0822085889,625806.0840336134,730760.0000000001,754641.138339921,1009206.2256809338,916736.6478260868,1095319.6230809952,1107848.8028673835,1204861.3055555555,1225390.5952725518,1349082.8908499766,1154161.200932401,1080567.5011462632,1108538.2018674966,1146448.0
107368.65048543688,124587.67876787677,126510.78963730569,136662.71485943778,149195.80365736285,183965.93308550186,199242.94160583944,232221.40140845074,266467.97633136093,286755.5870967742,322290.24024483556,326377.5800293686,283807.2017106201,312801.00207612454,328073.92172739544,317060.4251968504,370785.7080943276,400310.81869158876,473221.09447852755,605795.3277310925,718274.6666666667,747155.4782608696,1007882.7392996108,916258.7304347826,1073093.7596611963,1083688.4874551971,1181711.111111111,1224959.7491558127,1295592.3827217834,1149835.7296037297,1079572.6730857405,1078374.7443308136,1143233.0
103512.26213592231,124153.2321232123,125087.98341968912,132935.17269076308,146342.92974013474,183577.57620817845,198842.8175182482,231229.0281690141,265680.0,286087.1548387097,316245.4537107881,312990.9897209985,283226.2466143977,307986.5522491349,322800.2483130905,311237.56430446194,364706.94200127467,400010.40747663553,473033.7521472392,601290.1512605041,716140.0000000001,744742.7984189724,991533.7898832684,897731.0086956521,1071958.5219692958,1082738.5806451612,1179025.611111111,1205771.0371442353,1292518.9633070133,1132785.3874125874,1058331.7780834478,1061720.8323699422,1138844.0
103055.29126213591,117250.07700770076,123938.7937823834,131667.3012048193,145207.08373435994,180398.17100371746,194229.8686131387,229466.60563380283,256067.0769230769,285707.57419354835,316155.8622800306,303498.49632892804,281008.79828937986,300971.43806228373,315349.86774628883,305675.3385826771,363569.9171446781,386358.8635514019,472912.6134969325,598334.0168067227,705278.6666666667,742628.300395257,982629.2918287937,879868.3782608695,1062650.5452620434,1050267.7562724014,1160828.4444444445,1190880.8181379642,1284564.5443567114,1105415.3547785548,1054393.5222375058,1011014.8617163184,1128820.0
102439.49514563105,116729.75137513751,123562.86839378238,130311.83132530122,141691.2646775746,175475.4275092937,192742.496350365,226566.2887323944,253974.86390532544,281785.8580645161,315056.17138485087,301054.14977973566,279449.2202423378,300126.12871972314,310588.9986504724,304037.7060367454,361916.3288718929,384396.1769470405,468903.7693251533,595194.5882352941,703654.6666666667,736886.3557312253,978209.5875486381,863001.5130434782,1061263.707781895,1048438.4802867384,1160346.6944444445,1183375.899662325,1281230.9187180677,1078364.3002331003,1041584.9793672627,972877.168519342,1119535.0
